utterance,5W1H
"Hi,  Click on cell C1 and write the following formula in the conditional formatting window  =AND($B1="""",C1=""Y"")  Copy this cell, select all others cells in the range and right click > Paste Special > Formatting.  Hope this helps.","[0, 0, 0, 0, 0, 0]"
"I like many others, used XP Wordpad all the time, but after migrating to 7 we would be gratefull if MS could make a KB, for small improvements to 7 Wordpad :-  1 Make the header smaller, as most people use widescreen monitors. 2 Enable the user to set ALL their own defaults, for font, spacing, paragraph, etc 3 Enable Wordpad doc's to remember their own individual setups.  Not a big ask I hope, and it would save so many people having to spend hours doing a work arrond.  Thanks MS from Vernon from Auckland, New Zealand.","[0, 0, 0, 0, 0, 0]"
"This is a peer-to-peer volunteer-based international public web forum.  It is unlikely any improvements will be made to anything attached to Windows 7 as it is in extended support (security updates only.)  [ Mainstream vs. Extended Support explained: https://support.microsoft.com/en-us/help/14085 ]  Heck, it is unlikely Microsoft will be making *any* changes to Wordpad. heh  Given the number of free and much better word processing options out there (LibreOffice comes to mind, even Abiword is a viable/better solution in many ways, Jarte - which is BASED off Wordpad, and Notepad++ - a great multifunctional application) and also that Microsoft has and sells Microsoft Word as well - they have little in the way of incentive. ","[0, 0, 0, 0, 0, 0]"
"Thanks Kevin, you appear an expert on word processing programs, so please suggest one that is small, simple, and will install as a default to Wordpad in 7. Also, what is your work around to setting up a Template for Wordpad 7, as I am just doing that now. Regards BillVernon3nz","[1, 0, 0, 0, 0, 0]"
"Thanks Kevin, I installed Jarte in 1 min, familiarized myself in another 3 mins, and fell in love with Jarte, as I test ran for another min. Total 5 Mins, and have been using it all the time since. Jarte will be a std install in all my builds, along with Firefox and Thunderbird etc, from now on. Regards BillVernon.","[0, 0, 0, 0, 0, 0]"
"Hi, My website **removed** is being removed by the bing search engine. Why? I want to show it. Regards, Stephen","[0, 0, 0, 0, 0, 1]"
"Hi,  This is a matter for Bing Webmaster Support.  Please contact them for assistance.","[0, 0, 0, 0, 0, 0]"
"Hi, the Bing Webmaster support does not respond to me, after 2 emails.  Can you help me?","[0, 0, 0, 0, 0, 0]"
"Have you verified your website in webmaster? If no, then verify your website and submit the sitemap, try to reindex the website in bing search engine.","[0, 0, 0, 0, 0, 0]"
verified and listed. there is no any notice or email for being removed.,"[0, 0, 0, 0, 0, 0]"
I'd advise wait for Webmaster to reply.  They are the only one's that can answer your questions.,"[0, 0, 0, 0, 0, 0]"
"I bought a Lenovo G50-80 pre installed with Win 8.1 x64, I wanted to do an upgrade to Win 10 but its asking for product key? How can I bypass this or get my Win 8.1 key since I don't see it written anywhere on my PC or Box Regards Kyle.","[0, 1, 0, 0, 0, 0]"
"Hi,  If you do the upgrade to 10 correctly it does not ask for a Product Key. You upgrade from within a running and activated windows 8.1; not by doing a clean install of 10. And the 8.1 PK is not to be used.  @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@  If you meet all the System Requirements for the Free Upgrade to Windows 10: https://www.microsoft.com/en-US/windows/windows-10-specifications#sysreqs  ""Help with upgrading to Windows 10"" http://windows.microsoft.com/en-us/windows-10/help-upgrade-windows-10  You can also use the Windows 10 Media Creation Tool to download the Windows 10 ISO file and create the Windows 10 Installation Media to upgrade from your present Operating System  “Installing Windows 10 using the media creation tool” http://windows.microsoft.com/en-us/windows-10/media-creation-tool-install  These are the steps you should expand at the Windows-10 media-creation-tool-install link for a lot more information than is posted here.  > Download the Tool. There are two versions of the tool, one for a “32-bit operating system” and one for a “64-bit operating system.” To find out which you have, go to Start, type Control panel, select System and security, and then, under System, look at the value for System type.  > Run the Tool. > If you choose to create Installation Media. You can install from an ISO, a USB, or a DVD  @@@@@@@@@@@@@@@@@@@@@@@@  This information may interest you if you do wish to keep a record of the 8.1 PK: ""Windows 10 Embedded Product Key Tool"" https://neosmart.net/blog/2014/windows-10-embedded-product-key-tool/  ""We’re proud to introduce the immediate release of our newest utility for Windows users: the NeoSmart Technologies Embedded Product Key Tool. Designed for users of Windows 7, Windows 8, and Windows 10, our embedded product key tool will retrieve and display the Windows setup product key embedded in the BIOS or EFI, allowing you to store it for safe-keeping or use it to reinstall Windows with an official Windows setup image.""  Cheers.   The media creation tool can be used to upgrade your current PC to Windows 10 or to create a USB or DVD and install Windows 10 on a different PC. Warning If you want to upgrade to Windows 10 for free, you need to use the Upgrade this PC now option. If you haven't upgraded to Windows 10 yet and perform a clean installation, you'll need to enter a product key or buy a license in order to activate Windows 10. Find the media creation tool on the Software download page. Here’s a quick look at the steps to get Windows 10 installed on your PC using this tool.","[0, 0, 0, 0, 0, 0]"
1. THERE IS TO MUCH OF PROBLEM OF LAPTOP KEY BORD AFTER INSTALL THIS WINDOW. ,"[0, 0, 0, 0, 0, 0]"
"I have this issue in which I have a folder with individual pictures, but they aren't all the same resolutions, so some look better in a different picture position than others. Is there any possible way to select different picture positions for each picture rather than lock the picture position to all the pictures in the slideshow?","[0, 0, 0, 0, 0, 1]"
"Hello,  Thank you for posting your query in Microsoft Community.  We regret the inconvenience caused to you. We will be glad to assist you with your issue.  We would like to inform you that it is not possible. When you set a position to fit the pictures it will apply to all the pictures in slide show. You cannot set different resolutions for different pictures in slide show.  Let us know if you need more information. We will be glad to assist you further.  Thank you.","[0, 0, 0, 0, 0, 1]"
"I have changed my settings so that the lock screen will use pictures from my photos folder from my computer.  However, the images are only shown one at a time.  My previous computer was able to create a collage of pictures when the lock screen slideshow activated.  How do I get the collage back in windows 10?","[0, 0, 1, 0, 0, 1]"
"My Skype laptop app will not let me sign in. Every time I try I get a message saying 'Skype can't connect.' The browser application does work, so it's not a password issue. As well, I never had a problem signing in on this laptop before. This has been going on for three days now. ","[0, 0, 0, 0, 0, 0]"
"Hello Melissa,   Welcome to Skype Community forum.   May I know the Mac OS version of your device? Please try to uninstall the Skype app first on your device. Click here to know more on how to uninstall Skype.   Please check the system requirements of the Skype app on this link and download the latest version of Skype here.     Please do not hesitate to reply to this thread if you need further help.  ","[0, 0, 0, 0, 0, 1]"
"Hi. I'm running OS X 10.6.8  I have uninstalled Skype, then installed a 2013 version that should be compatible with the OS, yet I still get the 'Skype can't connect' message.","[0, 0, 0, 0, 0, 0]"
"Hello Melissa,   Welcome to Skype Community forum.   Currently the new Skype app is running on version 7.50 and it requires a Mac OS version 10.9 or higher.   Seems that you need to update your Mac OS version to get the latest version of the Skype app.     Please do not hesitate to reply to this thread if you need further help.","[0, 0, 0, 0, 0, 0]"
