utterance,utterance_pos,initial_consine_similarity,consine_similarity,question_mark,duplicate,what,where,when,why,who,how,absolute_pos,norm_pos,utter_len,utter_len_unique_x,utter_len_unique_y,is_starter,contain_thank,exclamation_mark,feedback,neg,neu,pos,compound
"1. This is two objects; a video and a PNG, grouped together.  2. I would like the video to play automatically when the slide starts 3. I would like to shrink both the video and PNG down while the video is playing I can do all this with the video by itself; I can do the PNG by itself. But when I group, the video doesn't play. Why not? ",1,1.0000000000000002,0.897318696753738,True,False,0.0,0.0,1.0,0.0,0.0,0.0,1,0.2,199,23,21,True,False,False,False,0.035,0.875,0.09,0.2607
 Ok I'll post there too thanks!,8,0.1649572197684645,0.2215880668542536,False,False,0.0,0.0,0.0,0.0,0.0,0.0,8,0.8888888888888888,20,5,5,True,True,True,False,0.0,0.426,0.574,0.6588
"Good morning, I have 2 tabs: 1) Client information & 2) Payment Method. Below, please find an example of data in both tabs. Request 1: I need a formula that brings all payment methods from Tab 2 to Tab 1. When using a regular vlook formula, it only brings the information from the first row (C1). If Client ID matches, bring all payment methods. Request 2: I tried inserting a module with a VBA code for vlookup to return multiple values in one cell, but when having multiple files with the same type of data (different months), it disappears & won't work Request 3: is there a way to eliminate repetitive words? When bringing all payment methods, ""Credit Card"" repeats 3 times. How can it appear only once?   TAB 1 - CLIENT INFORMATION  A B C 1 NAME CLIENT ID PAYMENT METHOD 2 John Smith 458521 From Tab2 Credit Card, Credit Card, Cash, Credit Card TAB 2 - PAYMENT METHOD A B C D 1 CLIENT ID DATE PAYMENT METHOD PAYMENT NAME 2 458521 3/25/2017 Credit Card Master Card 3 458521 4/15/2017 Credit Card Master Card 4 458521 5/20/2017 Cash Check #256 5 458521 6/12/2017 Credit Card Visa Thanks in advance!",1,1.0,0.7524338522998554,True,True,0.0,0.0,1.0,0.0,0.0,0.0,1,0.2,921,85,81,True,True,True,False,0.025,0.827,0.148,0.9802
"Thanks for the help Susan. My Skype is unto date and I am trying to call landlines not Skype to Skype.  Still trying to sort it out. Regards, MN",3,0.37729203753579654,0.5685115780322202,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.42857142857142855,105,15,15,True,True,False,False,0.0,0.828,0.172,0.6808
 Hi Cindy  I access normally through Outlook.com and sign into my account and I don´t have a multiple account The issue was only happening when trying to reply on the top task bar to a received mail - it didn´t happen if I forwarded the mail or if I used a new email  The good news is that I have since managed to do something on my account setting which seems to have finally resolved the problem However I greatly appreciate your help in your reply of the 29th - especially the suggestion regarding the account settings  Best Regards Malcolm LAdamake ,3,0.6100671803771032,0.8808904940901172,False,False,0.0,0.0,1.0,0.0,0.0,0.0,3,1.0,394,49,46,True,False,False,False,0.024,0.83,0.146,0.9162
"HI, I trashed these files but the problem persists.  The volume for my headset gets reset to a very low level (about 10% above zero on the volume slider) whenever I place a call.  I move the volume up so I can hear, but the next time I make a call it is back down.  This reset does not occur if the internal speakers are selected.  The headset is a plantronics with a wireless dongle, and has always worked fine with skype.  What else can I try?",3,0.5864844852967606,0.8418488637072127,True,False,0.0,0.0,1.0,0.0,0.0,0.0,3,0.6,304,40,40,True,False,False,True,0.072,0.905,0.024,-0.664
"I'm having this exact same issue. I've tried the Bing image search in Chrome, IE, Edge, and Firefox all with the same results.  I even searched for images on Microsoft.com and they also shrink down to a frustrating size. This does not seem to be an isolated issue in regards to the image source.  I think this issue started within the last couple weeks but I could be wrong. I didn't really pay attention that closely.  when I click on the magnifying glass that has a tool tip of ""search within this image"" I see a higher quality version of the image that takes up the vertical viewing area as I would expect the initial preview to do.  Also, when I look at the files being sent over the network I can see a larger version of the image being sent to the browser than what is being displayed. I'm thinking this has something to do with the script on the search page incorrectly sizing the image to the portal for the preview.",3,0.6033627525795004,0.8655123857717113,False,True,1.0,0.0,1.0,0.0,0.0,0.0,3,0.6,602,71,67,False,False,False,True,0.043,0.947,0.01,-0.7167
"Hi Normnailure,   Regarding the resizing query, first please make sure you have followed the 2016 section in Change the size of a picture, shape, WordArt, or other object in Word for Mac.  If the issue persists, please start or restart your Mac, then immediately press and hold the Shift key to let your Mac enter in safe mode and check if the issue persists. For more information, please refer to the article Use safe mode to isolate issues with your Mac.  Besides,  could you please provide the following information to help better understand your situation? 1. Please provide detailed steps and related screenshots about how you encounter the issue. Or you may record a video about how you encounter the issue, upload it in your Microsoft account OneDrive Personal (*** Email address is removed for privacy ***) and share with us its public link here (right click the file > Share > Get a link). Note: please clarify the program does not let me visualize the image during the resizing process. 2. Your Mac OS version (e.g. 10.12.5) and Word version. For Mac OS version, from the Apple menu, choose About This Mac. The version number appears beneath “macOS” or “OS X.” For your Word version, choose Word in the top menu bar > About Word and please capture a screenshot of the window.  Regarding ""when trying to copy from MSword into Pages or GoogleDocs, the text shows up but the pictures do not.  Does anyone know of a workaround for these issues"", please note if you select text and image to copy and paste, only text will be pasted. We may select an image only, and use Command+C and Command+V shortcut keys.   Thanks, TinaNathan",2,0.6250716483741314,0.9490430604144818,True,False,0.0,0.0,1.0,0.0,0.0,1.0,2,0.5,1212,127,121,False,True,False,True,0.005,0.884,0.112,0.969
When trying to connect to http://www.bing.com/maps I am always redirected to http://www.bing.com/mapspreview which refuses to show anything except a map of London. Searches are impossible. Safari on Mac OS 10.6.8.,1,0.9999999999999999,0.5841485722207356,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.2,170,21,21,True,False,False,False,0.0,1.0,0.0,0.0
"Hello CarolFloyd,     It is my regret to inform you that SMS is not included on the US and Canada calling subscription.   Right now, Skype doesn’t have any subscription for texting. Texting is charged per text message sent.   Click here to know more about SMS on Skype.       Let me know if this information helps. Please do not hesitate to reply to this thread if you need further help.",2,0.32382421004777023,0.7834841811177478,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,240,29,26,False,False,False,False,0.061,0.813,0.125,0.5878
"I tried what you said, however the chat bubbles are still blue for everyone instead of the varied colors like the theme example shows. I wish i knew what was causing this.",3,0.29277002188455997,0.6199466278449147,False,False,1.0,0.0,0.0,0.0,0.0,1.0,3,0.75,123,19,19,True,False,False,False,0.0,0.852,0.148,0.6369
"Hi, unfortunately after removing the shared.xml file and reinstalling Skype, the problem persisted so I tried simply removing the file to no avail then I tried repeating all the step with restarting my laptop it still didn't work. ",3,0.24464712699880306,0.5864399999389728,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,170,20,20,True,False,False,False,0.173,0.827,0.0,-0.743
You're quite welcome.,6,0.0,0.08051696822284746,False,False,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,21,4,4,False,False,False,False,0.0,0.378,0.622,0.5095
"I would reattempt reinstallation using Recover from Cloud:  https://www.groovypost.com/howto/recover-from-cloud-reinstall-windows-10-surface-book-surface-pro-4/   If that does not work, download the latest Surface Pro 4 recovery image for Windows 10 Creators Update, create a bootable copy, then use that to reinstall Windows 10: Creating and using a USB recovery drive - Microsoft ",2,0.22366499080177743,0.6028337796136309,False,False,0.0,0.0,0.0,0.0,0.0,1.0,2,0.5,313,31,28,False,False,False,True,0.0,0.913,0.087,0.5106
"I recall it was difficult to apply it to all slides (unless this has been changed), but now I can't find the option to update a single slide at a time. It used to be a right click on the notes page. Has the command moved?",1,0.9999999999999998,0.6562527679737823,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1111111111111111,143,23,22,True,False,False,False,0.037,0.963,0.0,-0.1901
"Keeping in mind that we can't see what you are seeing it might behoove you to learn how to include a screenshot in your replies and this link will tell you how to do that:  How to include a screenshot in your post  Tell us what you are searching for...  a file, an image, a document, etc. and where are you telling the search to look.  Then create a simple test case that should always work and see how that does...  In Windows Explorer navigate to this folder:    Then in the search box enter a file that should definitely be found - let's use:  themecpl.dll  After entering themecpl.dll in the search box and pressing Enter do you or do you not see something like this:    If you do not see something like that, post a screenshot of what you do see.  Then conduct/perform one of your searches that fails and post a screenshot of that.   ",4,0.2720756183950889,0.8062824892628171,False,False,1.0,1.0,0.0,0.0,0.0,1.0,4,0.5,500,53,48,False,False,False,False,0.043,0.927,0.03,-0.3004
"Add one more column where you can enter the time you consider to be end of day (let us say 6PM as per your example above)  If this is in Col E then in Day column enter =E2-A2  and in Night column enter =B2-E2  This assumes that End time is AFTER day end... if not then you can add IF around the formula like this  =IF(E2>B2, E2-A2,B2-A2) for day and =IF(B2>E2,B2-E2,0)  You may have to fix the conditions but you get the idea.",2,0.3764513329050902,0.6284846403173608,False,False,0.0,1.0,0.0,0.0,0.0,0.0,2,0.5,254,34,34,False,False,False,False,0.0,0.979,0.021,0.1901
Where are the measuring tools on Bing Maps? Both the new and old version and I can't find them........,1,1.0000000000000002,0.6816846432202797,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,66,12,12,True,False,False,False,0.0,1.0,0.0,0.0
